DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,TOPIC: Topic,INDICATOR: Indicator,SEX: Sex,AGE: Age,CONDITION: Women’s condition,VIOLENCE_TYPE: Type of violence,PERPETRATOR: Perpetrator,ACTUALITY: Actuality,LIFEPER: Period of life,OUTCOME: Outcome,RESPONSE: Response,HELP_REASON: Reason for searching help,HELP_PROVIDER: Help provider,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_VAW(1.0),A: Annual,2013,NR: Nauru,VAW_TOPIC_018: Reasons for seeking help,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,_T: Any,PARTNER: Partner,_T: Any,_T: Any,_T: Any,_T: Any,INJURED: Badly injured,_T: Any,25,PERCENT: percent,,,FHSS,
SPC:DF_VAW(1.0),A: Annual,2013,NR: Nauru,VAW_TOPIC_018: Reasons for seeking help,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,_T: Any,PARTNER: Partner,_T: Any,_T: Any,_T: Any,_T: Any,NOMORE: Could not endure more violence,_T: Any,45,PERCENT: percent,,,FHSS,
SPC:DF_VAW(1.0),A: Annual,2013,NR: Nauru,VAW_TOPIC_018: Reasons for seeking help,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,_T: Any,PARTNER: Partner,_T: Any,_T: Any,_T: Any,_T: Any,THRCHILD: Threatened or hit children,_T: Any,10,PERCENT: percent,,,FHSS,
SPC:DF_VAW(1.0),A: Annual,2013,NR: Nauru,VAW_TOPIC_018: Reasons for seeking help,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,_T: Any,PARTNER: Partner,_T: Any,_T: Any,_T: Any,_T: Any,THRKILL: Threatened or tried to kill her,_T: Any,10,PERCENT: percent,,,FHSS,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_ECON: At least one act of economic abusive,PARTNER: Partner,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO: Emotional violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,43.7,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO: Emotional violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,51.1,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS: Physical violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,44.4,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS: Physical violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,54.4,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,47.6,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,57.1,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX: Sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,24.1,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX: Sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,29.2,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPREG: Ever pregnant,_T: Any,_T: Any,_T: Any,PREGNANCY: During pregnancy,_T: Any,_T: Any,_T: Any,_T: Any,17.6,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_002: Partner Physical violence by severity,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_MOD: Moderate physical violence,PARTNER: Partner,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_002: Partner Physical violence by severity,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_SEV: Severe physical violence,PARTNER: Partner,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_CHOK: Choked or burnt on purpose,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,9.8,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_CHOK: Choked or burnt on purpose,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,14.4,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_FIST: Hit with a fist or something else,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,28.8,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_FIST: Hit with a fist or something else,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,37,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,"PHYS_KICK: Kicked, dragged, beaten",PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,22.2,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,"PHYS_KICK: Kicked, dragged, beaten",PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,29.1,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_PUSH: Pushed or shoved,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,33.5,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_PUSH: Pushed or shoved,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,42.1,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_SLAP: Slapped or having something thrown at them,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,22.5,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_SLAP: Slapped or having something thrown at them,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,44.5,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,"PHYS_WEAP: Threatened with or had a gun, knife or weapon used on them",PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,17.5,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,"PHYS_WEAP: Threatened with or had a gun, knife or weapon used on them",PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,22.6,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_AFRAID: Having sexual intercourse because they were afraid of what partners could do,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,11.3,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_AFRAID: Having sexual intercourse because they were afraid of what partners could do,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,15.2,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_DEGRAD: Forced to perform degrading or humiliating sexual act(s),PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,10.1,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_DEGRAD: Forced to perform degrading or humiliating sexual act(s),PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,13.9,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_FORCE: Physically forced to have sexual intercourse when they did not want,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,22.8,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_FORCE: Physically forced to have sexual intercourse when they did not want,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,27.8,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_HUM: Belittled or humiliated,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,30.5,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_HUM: Belittled or humiliated,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,37.5,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_INS: Insulted,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,36.8,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_INS: Insulted,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,43.8,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_SCA: Scared or intimidated,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,25.1,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_SCA: Scared or intimidated,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,31.5,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_FRIENDS: Partner keeps her from seeing her friends,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_FRIENDS: Partner keeps her from seeing her friends,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,30.9,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_OTHMAN: Partner gets angry if she speaks with another man,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_OTHMAN: Partner gets angry if she speaks with another man,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,46.4,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_UNFAITH: Partner often suspicious she is unfaithful,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_UNFAITH: Partner often suspicious she is unfaithful,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,38.8,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_WHERE: Partner insists on knowing where she is at all times,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_WHERE: Partner insists on knowing where she is at all times,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,43.2,PERCENT: percent,,,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,37.9,PERCENT: percent,,,PNG DHS 2016-2018,Violence committed by husband or anyone else.
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,30.7,PERCENT: percent,,,PNG DHS 2016-2018,Violence committed by husband or anyone else.
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,55.6,PERCENT: percent,,,PNG DHS 2016-2018,Violence committed by husband or anyone else.
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYSORSEX: Physical and/or sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,58.9,PERCENT: percent,,,PNG DHS 2016-2018,Violence committed by husband or anyone else.
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYSORSEX: Physical and/or sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,NONPART: Non-partner,ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,28.2,PERCENT: percent,,,PNG DHS 2016-2018,Violence committed by husband or anyone else.
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMFEM: Female family member(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMFEM: Female family member(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMMAL: Male family member(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMMAL: Male family member(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,OTHFEM: Female other(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
SPC:DF_VAW(1.0),A: Annual,2018,PG: Papua New Guinea,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,OTHFEM: Female other(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,PNG DHS 2016-2018,
